,author,quote
4737,Chandler,"Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o."""
4760,Chandler,I have my reasons.
4770,Chandler,"Hey, I've been honing!"
4772,Chandler,"Oh, uh.. I want her to think I might be in a restaurant.. y'know? I might have some kind of life, like I haven't been sitting around here honing for the past few hours."
4781,Chandler,What are you looking at me for? I didn't know that.
4799,Chandler,Can I use your phone?
4801,Chandler,"Yes, it's working! Why isn't she calling me back?"
4804,Chandler,Y'don't think that makes me seem a little...
4806,Chandler,"Ah, you obviously saw my personal ad."
4810,Chandler,"I'm not gonna talk to her, she obviously got my message and is choosing not to call me. Now I'm needy and snubbed. God, I miss just being needy."
4825,Chandler,"If it helps, I could slide over."
4831,Chandler,So how's Mindy?
4834,Chandler,Hell is filled with people like you.
4847,Chandler,"Okay, I'm gonna go to the bathroom. Will you watch my phone?"
4849,Chandler,"Hey, we haven't been on a second date, she needs to hear me pee?"
4851,Chandler,"I can't call her, I left a message! I have some pride."
4855,Chandler,'S'why I'm dancing...
4888,Chandler,"Ring dammit, ring!"
4946,Chandler,"Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody."
4948,Chandler,What are you doing here?
4950,Chandler,"...I'm, I'm okay."
4952,Chandler,"That sounds good. I'll call you- or you call me, whatever..."
4962,Chandler,"Well, she seems very nice and everything, but that whole thing about her coming all the way down here, just to see if I was okay? I mean,... how needy is that?"
4968,Chandler,"Wow, what a geek. They spent $69.95 on a Wonder Mop."
4975,Chandler,"Well, that's what we said about Joey..."
4992,Chandler,How about Joey... Pepponi?
4998,Chandler,"Well, it does not ring a bell with me..."
5000,Chandler,Might wanna try Joseph.
5002,Chandler,"Oh yes! Bye Bye Birdie, starring Joseph Stalin. Joseph Stalin is the Fiddler on the Roof."
5047,Chandler,"She's not gonna make you wear one of those big plastic cones, is she?"
5051,Chandler,So what does this mean?
5054,Chandler,"I don't get it, I mean, you just got him. How can he be an adult already?"
5059,Chandler,"I know that one! ...No, that's Popes into a Volkswagen."
5061,Chandler,"Yeah, but that's like two blocks away from the beach. I mean, it's a total party zoo."
5066,Chandler,Ah. Your own brand of vigilante justice.
5070,Chandler,...Take off their hats!
5097,Chandler,"Y'know, you'd think I would've."
5159,Chandler,"Okay, bye, champ. Now, I know there's gonna be a lot of babes in San Diego, but remember, there's also a lot to learn."
5179,Chandler,Tell me what?
5187,Chandler,"More importantly, was I any good?"
5192,Chandler,You're okay there?
5194,Chandler,"I'm sorry, it was a one-time-thing. I was very drunk and i was somebody else's subconscious."
5208,Chandler,"Well, you know Phoebs. I don't know if it's your kinda thing, because it involves a lot of being normal. For a large portion of the day."
5215,Chandler,"A cool phone number, and a possible name for the kid."
5221,Chandler,When we were?
5224,Chandler,Whoa! And this manchild has no problem with how old you are?
5231,Chandler,Can you hear that?
5233,Chandler,See that'll stop when you pick up the phone.
5236,Chandler,I'm not in a meeting. I'm right... Whoops.
5242,Chandler,"Well, now, I actually have to get to work."
5272,Chandler,Noho. Who doesn't they like me?
5274,Chandler,What are you talking about?
5276,Chandler,I can't belive it.
5278,Chandler,They do me?
5280,Chandler,I don't sound like that.
5286,Chandler,"Okay, I don't sound like that. That is so not true."
5287,Chandler,"That is so not... That is so not... That... Oh, shut up!"
5334,Chandler,"Oh, come on. You told me about the last dream."
5336,Chandler,"Oh, why not. Was I doing anything particularly... saucy?"
5357,Chandler,And this has nothing to do with the fact that he needs a note to get out of gym.
5369,Chandler,Work people? Nobody told me.
5371,Chandler,"You know, I don't get this. A month ago, these people were my friends. You know, just because I'm in charge doesn't mean I'm a different person."
5373,Chandler,You think I should?
5379,Chandler,"I Think last night was great. You know, the Karaoke thing. Tracy and I doing Ebony and Ivory."
5383,Chandler,"Then, I don't get it."
5387,Chandler,I just wan't to...
5389,Chandler,But I just wa...
5415,Chandler,"Thanks. Listen, about the weekly numbers, I'm gonna need them on my desk by nine o'clock."
5418,Chandler,"You have to give 'em something, you know. Okay, now that was Gerston, Santos, and who's the guy with the moustache?"
5420,Chandler,"Petrie, right, right. Okay, some people gonna be working this weekend."
5442,Chandler,"Yeah, like in a cab..."
5444,Chandler,"Okay, hating this."
5449,Chandler,"Here we go, here we go."
5458,Chandler,"Yes, Joey's made arrangements to have his baby in a movie from the 50's."
5462,Chandler,You have to pick your moments.
5471,Chandler,I used to have that bumper sticker.
5495,Chandler,"Mmmm. Not tonight, honey. I got an early day tomorrow."
5497,Chandler,"Oh, ok, 'cause we never do that."
5521,Chandler,You'll get one.
5523,Chandler,"All right. I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?"
5525,Chandler,"Oh, no, no. I just meant hypothetically."
5527,Chandler,"No, no, no."
5538,Chandler,"Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor?"
5622,Chandler,Where have you been?
5705,Chandler,"I know, I still am one of these."
5729,Chandler,"Oh, yeah, right, OK... inlcuding the waffles last week, you now owe me... 17 jillion dollars."
5745,Chandler,"Then put out fire by peeing, no get invited back."
5786,Chandler,"Uh, let's see... Alvin... Simon... Theodore.... no."
5789,Chandler,Forget about her.
5791,Chandler,"Course there, they just call it food."
5796,Chandler,I'm still on my first. I just think you're nice.
5818,Chandler,"Yes, the doctors say if they remove it, he'll die."
5820,Chandler,"Oh, that's Ross's."
5827,Chandler,"Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?"
5837,Chandler,No it's not. It's small. It's tiny. It's petite. It's wee.
5839,Chandler,"OK, is there a mute button on this woman?"
5847,Chandler,What about the time difference?
5852,Chandler,Well then maybe you shouldn't go.
5912,Chandler,So how'd it go?
5914,Chandler,The fact that you'd even ask that question shows how little you know me.
5916,Chandler,"Yes, I know, as it happens my room is very very close to the parade route."
5918,Chandler,I didn't know you had another level.
5936,Chandler,"Alright, you did it! Do we have any fruit?"
5938,Chandler,"Really? So, you're gonna stick with this 'it's all for her' thing?"
5997,Chandler,"Yes, yes, we did, thanks to Vidal Buffay."
6000,Chandler,"Ok, I think she's trying to tell us something. Quick, get the verbs."
6025,Chandler,"Well, listen, don't tell us what's gonna happen though, 'cause I like to be surprised."
6030,Chandler,"Hey, Rach, can I get..."
6034,Chandler,"So what the hell happened to you in China? I mean, when last we left you, you were totally in love with, you know."
6038,Chandler,"Well, maybe it was God, doing me."
6040,Chandler,"Well, you owe me one, big guy."
6046,Chandler,"He said...he said, he said that they're having a great time. I'm sorry. But, the silver lining, if you wanna see it, is that he made the decision all by himself! Without any outside help whatsoever."
6048,Chandler,You have to really wanna see it.
6064,Chandler,"No, no, I'm just looking for a man to draw on me with chalk."
6066,Chandler,Okay. You have to stop the Q-tip when there's resistance!
6077,Chandler,"Ok, I don't care what you guys say, something's bothering her."
6085,Chandler,What stupid thing did you do?
6096,Chandler,People do stupid things when they're upset.
6108,Chandler,"Well, in spite of the yummy bagels and palpable tension, I've got pants that need to be altered."
6110,Chandler,Are you sure he's gonna be able to crack that code?
6134,Chandler,At least as long as I have the pants.
6157,Chandler,Joey's tailor...took advantage of me.
6160,Chandler,"Oh come on! He said he was going to do my inseam, and he ran his hand up my leg, and then, there was definite..."
6169,Chandler,"Come on, Monica, things could be worse. You could get caught between the moon and New York City. I know it's crazy, but it's true."
6204,Chandler,We're just hanging out by the spoons. Ladle?
6209,Chandler,Carol? I was just wondering if Joey could ask you a question about breast-feeding?
6214,Chandler,"So, uh, how often can you do it?"
6233,Chandler,"Come on, you're going to Bloomingdale's with Julie? That's like cheating on Rachel in her house of worship."
6288,Chandler,What did you just do?
6294,Chandler,What did you just do?
6336,Chandler,Of course the packaging does appeal to grown-ups and kids alike.
6350,Chandler,"Well, maybe it's because of the way you're dressed."
6356,Chandler,You're damn right I'm right. I say you show this guy what you're made of. I say you stand your ground. I say you show him that you are the baddest hombre west of the lingerie.
6358,Chandler,All right. Now go see Miss Kitty and she'll fix you up with a nice hooker.
11546,Chandler,"Yeah, like there's any way I could ever do that."
11549,Chandler,"Hey, you know what, here's a thought. Why don't you stay home from work today and just hang out with me."
11551,Chandler,I can not believe that I am going out with someone that is getting divorced. I'm such a grown up.
11553,Chandler,"Well, maybe I won't kiss you, and then you'll have to stay."
11557,Chandler,"Nope, not this time."
11559,Chandler,I'm not yanking you.
11561,Chandler,"Yeah, I know. She makes me happy."
11636,Chandler,"You know, you should really go on this show. All right, listen, I got three tickets to the Rangers tonight. What'd ya' say?"
11640,Chandler,"You know, I may be way out on a limb here, but do you, do you, have a problem with Janice?"
11642,Chandler,"Ooh, that girl that I hate, eww, drives me crazy, eww, eww, oh!"
11644,Chandler,"Well, there you go."
11648,Chandler,I want you to say that you like her!
11699,Chandler,"Girth? Why, why, why, wh-why, why, why, why would they do this?"
11701,Chandler,We're not gonna talk about girth are we?
11705,Chandler,Yeah! All right! You go first.
11709,Chandler,Princess Leia in the gold bikini.
11715,Chandler,"Okay, you know, you know when your in bed, with a woman."
11717,Chandler,"And, ah, you know, your fooling around with her. And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place...."
11725,Chandler,What are you guys doing together?
